StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,Q1_1,Q1_2,Q1_3,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q4,Q5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q7,Q8,Q9,Q10,Q11,Q12,Q13,mTurkCode
2016-12-23 07:38:47,2016-12-23 07:49:13,IP Address,117.249.172.222,29,625,False,2016-12-30 07:49:15,R_3EDWROzZTyj3BPw,,,,,,,anonymous,To a very large extent,To a very large extent,To a very large extent,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,62540
2016-12-23 07:24:20,2016-12-23 07:49:08,IP Address,157.50.63.16,29,1487,False,2016-12-30 07:49:15,R_pSPI0gzYzDZ572N,,,,,,,anonymous,A little,To some extent,To a very large extent,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Agree,Neither agree nor disagree,Agree,Agree,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,,,,8034847
2016-12-23 07:39:55,2016-12-23 07:52:27,IP Address,64.201.88.234,29,752,False,2016-12-30 07:52:39,R_3dH43fLIpTaEF9N,,,,,,,anonymous,To some extent,To some extent,To some extent,Agree,Agree,Agree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,,,,3119667
2016-12-23 07:50:48,2016-12-23 07:53:29,IP Address,50.54.106.38,29,161,False,2016-12-30 07:54:11,R_2RNZ2bYomWmszIp,,,,,,,anonymous,To a large extent,To a large extent,To a large extent,Strongly disagree,Agree,Agree,Strongly disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,,,,,,2863687
2016-12-23 07:58:55,2016-12-23 07:59:12,IP Address,47.184.185.152,7,16,False,2016-12-30 07:59:16,R_30vLBT9ikM7Iyzc,,,,,,,anonymous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4177829
2016-12-23 07:59:31,2016-12-23 08:01:44,IP Address,182.65.26.241,29,132,False,2016-12-30 08:01:49,R_2CNwkHELB6m16eV,,,,,,,anonymous,To a very large extent,To a very large extent,To a very large extent,Strongly agree,Agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,,,,,,3497860
2016-12-23 08:01:45,2016-12-23 08:03:38,IP Address,186.93.170.157,29,112,False,2016-12-30 08:04:01,R_bNvvSkLPWGN48Lv,,,,,,,anonymous,To a large extent,To a large extent,To a large extent,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,,,,,,,,,,,,,,,,,,,764707
2016-12-23 07:56:46,2016-12-23 08:04:39,IP Address,20.139.67.50,29,473,False,2016-12-30 08:05:03,R_3I76KMgOUgcHbA5,,,,,,,anonymous,To a large extent,To a very large extent,To a very large extent,Agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Agree,Strongly agree,Somewhat disagree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,,,,,,,,,,,,,,,,,,,4732343
2016-12-23 08:03:46,2016-12-23 08:10:00,IP Address,73.237.165.2,29,373,False,2016-12-30 08:10:01,R_3Mfo0defew3h6kX,,,,,,,anonymous,To a large extent,To a very large extent,To a very large extent,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,,,,,,,,,,,,,,,,,,,7998395
2016-12-23 08:09:04,2016-12-23 08:11:03,IP Address,216.211.45.26,29,118,False,2016-12-30 08:11:49,R_2DNbpwCgMPeFelb,,,,,,,anonymous,To a large extent,To a large extent,To a large extent,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Agree,Agree,Agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Agree,,,,,,,,,,,,,,,,,,,4057267
2016-12-23 08:11:34,2016-12-23 08:13:23,IP Address,49.148.145.104,29,109,False,2016-12-30 08:14:03,R_2EhjhuASHY6wT3y,,,,,,,anonymous,A little,A little,A little,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,,,,,,6973613
2016-12-23 08:15:41,2016-12-23 08:19:44,IP Address,24.127.247.116,29,243,False,2016-12-30 08:19:59,R_8jJb1FedXGXliVP,,,,,,,anonymous,A little,To a large extent,To a large extent,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,,,,,,,,,,,,,,,,,,,9186440
2016-12-23 08:20:04,2016-12-23 08:20:37,IP Address,108.245.152.51,29,33,False,2016-12-30 08:20:41,R_3qNzqGG2OKt4vPq,,,,,,,anonymous,To a very large extent,To a very large extent,To a very large extent,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,4820501
2016-12-23 08:06:38,2016-12-23 08:20:33,IP Address,73.131.191.124,29,834,False,2016-12-30 08:20:45,R_1N9fsNIY4DmVgck,,,,,,,anonymous,To some extent,To some extent,To some extent,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,,,,3368577
2016-12-23 08:09:39,2016-12-23 08:24:34,IP Address,139.167.20.69,29,895,False,2016-12-30 08:24:39,R_Rs2Xh1fGtW0LCtH,,,,,,,anonymous,To a large extent,To a large extent,To a large extent,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,,,,,,442961
2016-12-23 08:26:27,2016-12-23 08:27:38,IP Address,70.160.49.21,29,70,False,2016-12-30 08:27:39,R_9vOydAVRZkaBzoZ,,,,,,,anonymous,To a very large extent,To a very large extent,To a very large extent,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,8863446
2016-12-23 08:30:44,2016-12-23 08:36:04,IP Address,117.216.102.90,29,320,False,2016-12-30 08:36:10,R_3oRrNoZTRDShjbS,,,,,,,anonymous,To some extent,To some extent,To some extent,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,,,,,,,,,,,,,,,,,,,1271340
2016-12-23 08:35:10,2016-12-23 08:37:00,IP Address,73.214.99.168,29,109,False,2016-12-30 08:37:28,R_240HFWDtEADcH9r,,,,,,,anonymous,To a large extent,To a large extent,To some extent,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Agree,Somewhat agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,,,,,,,,,,,,,,,,,,,304884
2016-12-23 08:36:00,2016-12-23 08:38:16,IP Address,50.78.130.41,29,136,False,2016-12-30 08:38:30,R_ukRZ2N7x4pqFgul,,,,,,,anonymous,To some extent,To some extent,To some extent,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,,,,,,,,,,,,,,,,,,,9885394
2016-12-23 08:42:10,2016-12-23 08:44:13,IP Address,47.9.109.37,29,122,False,2016-12-30 08:44:44,R_2pKotmn0WNzrXiC,,,,,,,anonymous,To a very large extent,To a large extent,To a large extent,Strongly agree,Agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,Agree,Strongly agree,,,,,,,,,,,,,,,,,,,8286977
2016-12-22 15:35:01,2016-12-23 08:45:40,IP Address,64.62.175.62,29,61838,False,2016-12-30 08:45:44,R_2PzloN6n4SdViPU,,,,,,,anonymous,To a large extent,To a very large extent,To a large extent,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Neither agree nor disagree,Strongly agree,Agree,Somewhat disagree,Neither agree nor disagree,Agree,,,,,,,,,,,,,,,,,,,7423792
2016-12-23 08:45:59,2016-12-23 08:47:57,IP Address,107.77.161.4,29,118,False,2016-12-30 08:48:05,R_SZvSLPe9VoHCVK9,,,,,,,anonymous,To some extent,To some extent,To some extent,Somewhat agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,,,,9281674
2016-12-23 08:37:05,2016-12-23 08:47:36,IP Address,12.231.104.138,29,630,False,2016-12-30 08:48:23,R_1gwOZIlMfUgMIrM,,,,,,,anonymous,To a large extent,To a large extent,To a large extent,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,,,,399883
2016-12-23 08:47:47,2016-12-23 08:49:04,IP Address,157.50.103.106,29,77,False,2016-12-30 08:49:07,R_1hQei8g3QOA1kCG,,,,,,,anonymous,To a very large extent,To a large extent,To a large extent,Agree,Agree,Somewhat agree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Somewhat disagree,,,,,,,,,,,,,,,,,,,2177843
2016-12-23 08:37:57,2016-12-23 08:50:17,IP Address,106.66.188.18,29,740,False,2016-12-30 08:50:54,R_3aduOzrllY2u8w1,,,,,,,anonymous,To a large extent,To a large extent,To a large extent,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree,,,,,,,,,,,,,,,,,,,7443606
2016-12-23 08:32:26,2016-12-23 08:52:23,IP Address,72.240.51.125,29,1197,False,2016-12-30 08:53:01,R_1dzzOzTDDJWYLgO,,,,,,,anonymous,To some extent,To a large extent,To a large extent,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,,,,,,,,,,,,,,,,,,,8229148
2016-12-23 08:52:03,2016-12-23 08:53:53,IP Address,119.235.51.235,29,110,False,2016-12-30 08:54:04,R_2bGZRfYLP4Uzwgi,,,,,,,anonymous,To a large extent,To a large extent,To some extent,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,,,,,,957050
2016-12-23 08:35:31,2016-12-23 08:58:04,IP Address,184.18.6.198,29,1353,False,2016-12-30 08:58:34,R_21uEvPWMrTuUqWS,,,,,,,anonymous,A little,To a large extent,To a large extent,Disagree,Somewhat disagree,Neither agree nor disagree,Agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Disagree,Somewhat disagree,Disagree,Somewhat disagree,,,,,,,,,,,,,,,,,,,1297471
2016-12-23 08:55:17,2016-12-23 09:02:06,IP Address,47.30.238.179,29,409,False,2016-12-30 09:02:11,R_8GiSTv2CkyS44y5,,,,,,,anonymous,To a large extent,To some extent,To a large extent,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,,,,9180097
2016-12-23 08:53:27,2016-12-23 09:03:16,IP Address,184.15.176.135,29,589,False,2016-12-30 09:03:38,R_3Krt8796V06nb9T,,,,,,,anonymous,To a large extent,To a large extent,To a very large extent,Agree,Agree,Somewhat agree,Disagree,Somewhat agree,Agree,Agree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,,,,,,,,,,,,,,,,,,,929424
2016-12-23 09:00:22,2016-12-23 09:03:37,IP Address,183.82.219.33,29,194,False,2016-12-30 09:03:38,R_2YJ2zV6CJMTzaqG,,,,,,,anonymous,To some extent,To a large extent,To some extent,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,,,,5852216
2016-12-23 08:55:48,2016-12-23 09:07:32,IP Address,106.77.167.255,29,704,False,2016-12-30 09:08:16,R_2SGpKtuvpoTFWiY,,,,,,,anonymous,To a large extent,To a very large extent,To a large extent,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Somewhat disagree,Agree,Strongly agree,Agree,Agree,Agree,Somewhat agree,,,,,,,,,,,,,,,,,,,414149
2016-12-23 09:03:23,2016-12-23 09:09:13,IP Address,86.126.31.75,29,349,False,2016-12-30 09:09:19,R_3PHMDoWHidrFuzp,,,,,,,anonymous,To a large extent,To a large extent,To a large extent,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,,,,,,,,,,,,,,,,,,,8313571
2016-12-23 09:07:12,2016-12-23 09:10:15,IP Address,174.255.202.86,29,183,False,2016-12-30 09:10:30,R_1dhknfSz1Gh2xJQ,,,,,,,anonymous,To a large extent,To a large extent,To a large extent,Agree,Agree,Somewhat agree,Disagree,Somewhat agree,Agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree,Neither agree nor disagree,,,,,,,,,,,,,,,,,,,9678343
2016-12-23 09:11:45,2016-12-23 09:14:27,IP Address,74.196.121.131,29,161,False,2016-12-30 09:14:34,R_3CJA2Cd6f1GxIKG,,,,,,,anonymous,To a large extent,To a very large extent,To a very large extent,Agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,,,,,,,,,,,,,,,,,,,6568423
2016-12-23 09:12:28,2016-12-23 09:15:15,IP Address,74.113.149.222,29,167,False,2016-12-30 09:15:17,R_3nV4JLtyW4CHNpa,,,,,,,anonymous,To a large extent,To a large extent,To a large extent,Agree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,,,,,,6556784
2016-12-23 09:00:55,2016-12-23 09:18:26,IP Address,202.62.18.115,29,1051,False,2016-12-30 09:19:04,R_31FWjME5yMvzFCI,,,,,,,anonymous,To a large extent,To some extent,To a large extent,Agree,Agree,Agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,,,,,,,,,,,9851538
2016-12-23 08:59:05,2016-12-23 09:20:20,IP Address,108.171.131.187,29,1274,False,2016-12-30 09:21:10,R_3rHEW8G23gt7zjI,,,,,,,anonymous,To a large extent,To a large extent,To a large extent,Agree,Agree,Somewhat agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,,,,,,5108017
2016-12-23 09:19:16,2016-12-23 09:21:15,IP Address,23.28.215.195,29,119,False,2016-12-30 09:21:20,R_3EbVpZKGfj1Y0dt,,,,,,,anonymous,To some extent,To some extent,To some extent,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,,,,,,,,,,5513393
2016-12-23 09:20:07,2016-12-23 09:21:38,IP Address,45.74.60.65,29,90,False,2016-12-30 09:21:49,R_3ISLDTxbT7Ckvit,,,,,,,anonymous,To some extent,To a large extent,To a large extent,Agree,Strongly agree,Agree,Disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Disagree,Neither agree nor disagree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,,,,,,,,,,,,,,,,,,,8418300
2016-12-23 09:22:36,2016-12-23 09:24:27,IP Address,180.215.121.173,29,111,False,2016-12-30 09:25:16,R_VWPQZ7DCKDVtZtf,,,,,,,anonymous,To a large extent,To a large extent,To a large extent,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,,,,,,,,,,,,,,,,,,,8854429
2016-12-23 09:24:05,2016-12-23 09:25:50,IP Address,108.51.108.103,29,104,False,2016-12-30 09:26:27,R_3imXcqkpUDPfUpq,,,,,,,anonymous,To a large extent,To a large extent,To a large extent,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,,,,,,5376001
2016-12-23 09:35:18,2016-12-23 09:36:47,IP Address,59.98.58.1,29,88,False,2016-12-30 09:36:51,R_3DFM6VqaUgehsHv,,,,,,,anonymous,To a very large extent,To a very large extent,To a very large extent,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,6230410
2016-12-23 09:38:52,2016-12-23 09:39:10,IP Address,180.215.123.108,7,18,False,2016-12-30 09:39:21,R_1F9fFv4P7yG7osX,,,,,,,anonymous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5671709
2016-12-23 09:33:11,2016-12-23 09:39:01,IP Address,96.231.105.159,29,349,False,2016-12-30 09:39:44,R_u8GZhe2ShXGGwDL,,,,,,,anonymous,To a large extent,To some extent,To some extent,Somewhat agree,Agree,Agree,Somewhat disagree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Disagree,,,,,,,,,,,,,,,,,,,859914
2016-12-23 09:34:17,2016-12-23 09:46:09,IP Address,72.218.130.238,29,712,False,2016-12-30 09:46:48,R_3Jmw10LY9KsoNZA,,,,,,,anonymous,To some extent,To a large extent,To a very large extent,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Disagree,Somewhat disagree,Disagree,Somewhat disagree,Disagree,Disagree,Somewhat agree,,,,,,,,,,,,,,,,,,,1742524
2016-12-23 09:41:00,2016-12-23 09:49:50,IP Address,172.73.53.244,29,530,False,2016-12-30 09:49:56,R_z5RyyhF4pTsajhn,,,,,,,anonymous,To a large extent,To a large extent,To a large extent,Somewhat disagree,Neither agree nor disagree,Disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,,,,,,,,,,,,,,,,,,,2835249
2016-12-23 09:51:12,2016-12-23 09:51:26,IP Address,47.17.47.175,7,13,False,2016-12-30 09:51:59,R_3m4aD4XOGOe56Gs,,,,,,,anonymous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5125270
2016-12-23 09:24:55,2016-12-23 09:52:01,IP Address,117.223.181.107,29,1626,False,2016-12-30 09:52:07,R_w00wzvDU4QESAqB,,,,,,,anonymous,To a large extent,To a large extent,To a large extent,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,6069698
2016-12-23 09:39:33,2016-12-23 09:52:13,IP Address,75.109.96.69,29,759,False,2016-12-30 09:52:18,R_3m9soi6H0IvdLAW,,,,,,,anonymous,To a very large extent,To a very large extent,To a very large extent,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,8696937
2016-12-23 09:53:09,2016-12-23 09:59:56,IP Address,68.200.40.49,29,406,False,2016-12-30 10:00:16,R_3mh2wzGZglvuN8e,,,,,,,anonymous,To some extent,A little,To some extent,Strongly disagree,Neither agree nor disagree,Disagree,Agree,Strongly disagree,Strongly disagree,Somewhat disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Somewhat disagree,,,,,,,,,,,,,,,,,,,5411136
2016-12-23 09:54:29,2016-12-23 10:00:28,IP Address,96.27.189.80,29,358,False,2016-12-30 10:00:35,R_295oxpae10gcnTs,,,,,,,anonymous,To a large extent,To a large extent,To a large extent,Neither agree nor disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,,,,,,,,,,,,,,,,,,,8566787
2016-12-23 10:01:34,2016-12-23 10:02:22,IP Address,75.129.91.84,29,47,False,2016-12-30 10:02:37,R_25Y4dvYGmzsKWsm,,,,,,,anonymous,To a large extent,To a large extent,To a large extent,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,,,,,,,,,,,,,,,,,,,206811
2016-12-23 09:46:42,2016-12-23 10:02:23,IP Address,72.44.115.140,29,941,False,2016-12-30 10:02:57,R_1LqfyfLfuIdiXcD,,,,,,,anonymous,To a large extent,To a large extent,To a large extent,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,,,,,,,,,,,,,,,,,,,4929183
2016-12-23 10:01:47,2016-12-23 10:02:55,IP Address,98.243.16.39,29,67,False,2016-12-30 10:03:02,R_Rw8n0Zo3KNE8w2R,,,,,,,anonymous,To a large extent,To a very large extent,To a very large extent,Agree,Agree,Somewhat agree,Strongly disagree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Disagree,Somewhat agree,Neither agree nor disagree,,,,,,,,,,,,,,,,,,,2741458
2016-12-23 09:51:22,2016-12-23 10:03:05,IP Address,173.27.245.75,29,702,False,2016-12-30 10:03:12,R_73RVcjKzmXzXIaZ,,,,,,,anonymous,To a large extent,To a large extent,To a large extent,Strongly agree,Agree,Strongly agree,Disagree,Somewhat agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,,,,,,,,,,,,,,,,,,,8582124
2016-12-23 09:53:58,2016-12-23 10:04:41,IP Address,182.75.137.34,7,643,False,2016-12-30 10:05:00,R_3nJbKMgTqXj3N0S,,,,,,,anonymous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6314134
2016-12-23 10:05:31,2016-12-23 10:08:49,IP Address,117.213.4.133,40,198,False,2016-12-30 10:08:52,R_brTijzvEEuXqSax,,,,,,,anonymous,To a large extent,To a large extent,To a large extent,Agree,Agree,Agree,Somewhat disagree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,,,,,,7020323
2016-12-23 09:55:41,2016-12-23 10:10:15,IP Address,166.137.248.34,29,874,False,2016-12-30 10:10:46,R_1gpiylazEuOZeIs,,,,,,,anonymous,To a large extent,To a large extent,To a large extent,Agree,Agree,Agree,Strongly disagree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,,,,,,,,,,,,,,,,,,,6132205
2016-12-23 10:10:18,2016-12-23 10:17:42,IP Address,66.146.73.90,29,444,False,2016-12-30 10:17:43,R_2fI165Ll9VP17UC,,,,,,,anonymous,A little,To some extent,A little,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,,,,,,,,,,,,,,,,,,,1217798
2016-12-23 10:20:19,2016-12-23 10:20:42,IP Address,174.73.123.94,29,23,False,2016-12-30 10:21:28,R_3I0P1Qhgimbp4Jc,,,,,,,anonymous,To some extent,To some extent,A little,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Neither agree nor disagree,,,,,,,,,,,,,,,,,,,9323679
2016-12-23 10:15:25,2016-12-23 10:33:02,IP Address,184.183.153.210,29,1056,False,2016-12-30 10:33:24,R_2ypW0dRciXBJPLG,,,,,,,anonymous,To a very large extent,To a very large extent,To a very large extent,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,,,,,,,,,,,,,,,,,,,7487208
2016-12-23 10:36:07,2016-12-23 10:38:48,IP Address,107.11.178.238,29,160,False,2016-12-30 10:38:58,R_3huoaHjeNHUMAqn,,,,,,,anonymous,A little,A little,A little,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,,,,,,,,,,,,,,,,,,,8484255
